|6.6.6
PYR_1.tab                                                                                           
           2
T(K)    
   773.00000000000000     
   27.559055118110237     
         128
P(bar)  
   1.0000000000000000     
   10708.653543307086     
         128
          14
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  2095.83       0.113512E+007   5390.09       0.123306E-004  0.169005E-006  0.612077E+007  0.268504E+007   10.6563        13.4155        7.05793        2300.28       0.127066E+008   1203.41        1.85527     
  2123.39       0.113512E+007   5383.27       0.123493E-004  0.169182E-006  0.611720E+007  0.267349E+007   10.6599        13.4108        7.04719        2319.26       0.127466E+008   1204.65        1.85762     
  2150.95       0.113512E+007   5374.97       0.123677E-004  0.169358E-006  0.611378E+007  0.265986E+007   10.6651        13.4062        7.03463        2339.04       0.127889E+008   1205.90        1.86049     
  2178.51       0.113512E+007   5364.83       0.123858E-004  0.169530E-006  0.611056E+007  0.264363E+007   10.6724        13.4016        7.01977        2359.90       0.128341E+008   1207.19        1.86401     
  2206.07       0.113512E+007   5352.39       0.124033E-004  0.169696E-006  0.610763E+007  0.262432E+007   10.6822        13.3972        7.00220        2382.13       0.128828E+008   1208.51        1.86834     
  2233.63       0.113512E+007   5337.32       0.124204E-004  0.169856E-006  0.610507E+007  0.260159E+007   10.6951        13.3931        6.98165        2406.00       0.129358E+008   1209.88        1.87362     
  2261.19       0.113512E+007   5319.37       0.124368E-004  0.170006E-006  0.610298E+007  0.257544E+007   10.7113        13.3898        6.95818        2431.68       0.129935E+008   1211.30        1.87994     
  2288.75       0.113512E+007   5311.71       0.124525E-004  0.170174E-006  0.609987E+007  0.256343E+007   10.7163        13.3860        6.94694        2450.45       0.130362E+008   1212.42        1.88265     
  2316.31       0.113512E+007   5309.89       0.124682E-004  0.170355E-006  0.609610E+007  0.255921E+007   10.7148        13.3817        6.94240        2465.16       0.130701E+008   1213.38        1.88330     
  2343.87       0.113512E+007   5308.08       0.124837E-004  0.170537E-006  0.609232E+007  0.255497E+007   10.7133        13.3773        6.93784        2479.70       0.131040E+008   1214.32        1.88394     
  2371.43       0.113512E+007   5306.26       0.124991E-004  0.170718E-006  0.608854E+007  0.255074E+007   10.7118        13.3730        6.93328        2494.09       0.131379E+008   1215.25        1.88459     
  2398.98       0.113512E+007   5304.44       0.125145E-004  0.170901E-006  0.608476E+007  0.254650E+007   10.7103        13.3686        6.92871        2508.31       0.131718E+008   1216.17        1.88523     
  2426.54       0.113512E+007   5302.62       0.125298E-004  0.171083E-006  0.608098E+007  0.254226E+007   10.7088        13.3643        6.92413        2522.38       0.132057E+008   1217.08        1.88588     
  2454.10       0.113512E+007   5300.79       0.125450E-004  0.171266E-006  0.607721E+007  0.253801E+007   10.7073        13.3599        6.91953        2536.29       0.132397E+008   1217.98        1.88653     
  2481.66       0.113512E+007   5298.97       0.125601E-004  0.171450E-006  0.607343E+007  0.253376E+007   10.7059        13.3555        6.91492        2550.06       0.132736E+008   1218.87        1.88718     
  2509.22       0.113512E+007   5297.14       0.125752E-004  0.171634E-006  0.606965E+007  0.252951E+007   10.7044        13.3512        6.91031        2563.67       0.133076E+008   1219.75        1.88783     
  2536.78       0.113512E+007   5295.31       0.125903E-004  0.171818E-006  0.606587E+007  0.252525E+007   10.7029        13.3468        6.90568        2577.14       0.133416E+008   1220.62        1.88848     
  2564.34       0.113512E+007   5293.48       0.126053E-004  0.172002E-006  0.606209E+007  0.252099E+007   10.7014        13.3424        6.90105        2590.47       0.133756E+008   1221.49        1.88913     
  2591.90       0.113512E+007   5291.65       0.126202E-004  0.172188E-006  0.605831E+007  0.251672E+007   10.6999        13.3380        6.89640        2603.67       0.134096E+008   1222.34        1.88979     
  2619.46       0.113512E+007   5289.82       0.126352E-004  0.172373E-006  0.605453E+007  0.251246E+007   10.6984        13.3336        6.89174        2616.72       0.134436E+008   1223.19        1.89044     
  2647.02       0.113512E+007   5287.98       0.126500E-004  0.172559E-006  0.605075E+007  0.250818E+007   10.6969        13.3292        6.88707        2629.65       0.134777E+008   1224.03        1.89110     
  2674.57       0.113512E+007   5286.14       0.126649E-004  0.172745E-006  0.604697E+007  0.250391E+007   10.6955        13.3248        6.88240        2642.45       0.135117E+008   1224.87        1.89176     
  2702.13       0.113512E+007   5284.30       0.126797E-004  0.172932E-006  0.604319E+007  0.249963E+007   10.6940        13.3204        6.87771        2655.12       0.135458E+008   1225.70        1.89242     
  2729.69       0.113512E+007   5282.46       0.126945E-004  0.173119E-006  0.603942E+007  0.249535E+007   10.6925        13.3159        6.87301        2667.67       0.135799E+008   1226.52        1.89308     
  2757.25       0.113512E+007   5280.62       0.127093E-004  0.173307E-006  0.603564E+007  0.249107E+007   10.6910        13.3115        6.86831        2680.10       0.136140E+008   1227.34        1.89374     
  2784.81       0.113512E+007   5278.78       0.127240E-004  0.173495E-006  0.603186E+007  0.248678E+007   10.6895        13.3071        6.86360        2692.40       0.136481E+008   1228.15        1.89440     
  2812.37       0.113512E+007   5276.93       0.127387E-004  0.173683E-006  0.602807E+007  0.248249E+007   10.6881        13.3026        6.85888        2704.59       0.136822E+008   1228.96        1.89506     
  2839.93       0.113512E+007   5275.08       0.127534E-004  0.173872E-006  0.602429E+007  0.247819E+007   10.6866        13.2982        6.85414        2716.67       0.137163E+008   1229.76        1.89572     
  2867.49       0.113512E+007   5273.23       0.127681E-004  0.174062E-006  0.602051E+007  0.247389E+007   10.6851        13.2937        6.84939        2728.64       0.137505E+008   1230.55        1.89639     
  2895.05       0.113512E+007   5271.38       0.127828E-004  0.174251E-006  0.601673E+007  0.246959E+007   10.6836        13.2893        6.84464        2740.49       0.137846E+008   1231.35        1.89705     
  2922.61       0.113512E+007   5269.53       0.127974E-004  0.174442E-006  0.601295E+007  0.246529E+007   10.6821        13.2848        6.83987        2752.24       0.138188E+008   1232.13        1.89772     
  2950.17       0.113512E+007   5267.68       0.128121E-004  0.174632E-006  0.600917E+007  0.246098E+007   10.6807        13.2803        6.83510        2763.88       0.138530E+008   1232.92        1.89839     
  2977.72       0.113512E+007   5265.82       0.128267E-004  0.174823E-006  0.600539E+007  0.245667E+007   10.6792        13.2759        6.83030        2775.43       0.138872E+008   1233.70        1.89906     
  3005.28       0.113512E+007   5263.96       0.128414E-004  0.175015E-006  0.600161E+007  0.245236E+007   10.6777        13.2714        6.82551        2786.86       0.139214E+008   1234.48        1.89973     
  3032.84       0.113512E+007   5262.11       0.128560E-004  0.175207E-006  0.599783E+007  0.244804E+007   10.6762        13.2669        6.82071        2798.20       0.139557E+008   1235.25        1.90040     
  3060.40       0.113512E+007   5260.25       0.128706E-004  0.175400E-006  0.599404E+007  0.244372E+007   10.6747        13.2624        6.81589        2809.44       0.139899E+008   1236.02        1.90107     
  3087.96       0.113512E+007   5258.38       0.128853E-004  0.175593E-006  0.599026E+007  0.243940E+007   10.6733        13.2579        6.81106        2820.59       0.140242E+008   1236.79        1.90174     
  3115.52       0.113512E+007   5256.52       0.128999E-004  0.175786E-006  0.598648E+007  0.243507E+007   10.6718        13.2534        6.80623        2831.64       0.140584E+008   1237.55        1.90242     
  3143.08       0.113512E+007   5254.65       0.129145E-004  0.175980E-006  0.598270E+007  0.243074E+007   10.6703        13.2489        6.80138        2842.60       0.140927E+008   1238.31        1.90309     
  3170.64       0.113512E+007   5252.79       0.129291E-004  0.176174E-006  0.597891E+007  0.242641E+007   10.6688        13.2444        6.79653        2853.47       0.141270E+008   1239.07        1.90377     
  3198.20       0.113512E+007   5250.92       0.129438E-004  0.176369E-006  0.597513E+007  0.242207E+007   10.6673        13.2399        6.79166        2864.24       0.141614E+008   1239.83        1.90445     
  3225.76       0.113512E+007   5249.05       0.129584E-004  0.176564E-006  0.597134E+007  0.241773E+007   10.6659        13.2353        6.78678        2874.94       0.141957E+008   1240.58        1.90513     
  3253.31       0.113512E+007   5247.18       0.129730E-004  0.176760E-006  0.596756E+007  0.241339E+007   10.6644        13.2308        6.78189        2885.54       0.142301E+008   1241.34        1.90581     
  3280.87       0.113512E+007   5245.30       0.129877E-004  0.176956E-006  0.596377E+007  0.240905E+007   10.6629        13.2263        6.77700        2896.06       0.142644E+008   1242.09        1.90649     
  3308.43       0.113512E+007   5243.43       0.130023E-004  0.177153E-006  0.595999E+007  0.240471E+007   10.6614        13.2217        6.77210        2906.50       0.142988E+008   1242.84        1.90717     
  3335.99       0.113512E+007   5241.55       0.130170E-004  0.177350E-006  0.595620E+007  0.240035E+007   10.6599        13.2172        6.76718        2916.86       0.143332E+008   1243.58        1.90785     
  3363.55       0.113512E+007   5239.67       0.130317E-004  0.177548E-006  0.595241E+007  0.239600E+007   10.6585        13.2126        6.76225        2927.13       0.143676E+008   1244.33        1.90853     
  3391.11       0.113512E+007   5237.79       0.130463E-004  0.177746E-006  0.594863E+007  0.239163E+007   10.6570        13.2081        6.75730        2937.33       0.144021E+008   1245.07        1.90922     
  3418.67       0.113512E+007   5235.91       0.130610E-004  0.177945E-006  0.594484E+007  0.238727E+007   10.6555        13.2035        6.75235        2947.45       0.144365E+008   1245.82        1.90991     
  3446.23       0.113512E+007   5234.03       0.130757E-004  0.178144E-006  0.594105E+007  0.238291E+007   10.6540        13.1989        6.74739        2957.49       0.144710E+008   1246.56        1.91059     
  3473.79       0.113512E+007   5232.15       0.130905E-004  0.178344E-006  0.593726E+007  0.237855E+007   10.6525        13.1943        6.74242        2967.46       0.145055E+008   1247.30        1.91128     
  3501.35       0.113512E+007   5230.26       0.131052E-004  0.178544E-006  0.593347E+007  0.237418E+007   10.6511        13.1897        6.73744        2977.35       0.145400E+008   1248.03        1.91197     
  3528.91       0.113512E+007   5228.37       0.131199E-004  0.178744E-006  0.592968E+007  0.236981E+007   10.6496        13.1851        6.73245        2987.17       0.145745E+008   1248.77        1.91266     
  3556.46       0.113512E+007   5226.48       0.131347E-004  0.178945E-006  0.592589E+007  0.236543E+007   10.6481        13.1805        6.72745        2996.92       0.146091E+008   1249.51        1.91335     
  3584.02       0.113512E+007   5224.59       0.131495E-004  0.179147E-006  0.592210E+007  0.236105E+007   10.6466        13.1759        6.72243        3006.60       0.146436E+008   1250.25        1.91404     
  3611.58       0.113512E+007   5222.70       0.131642E-004  0.179349E-006  0.591831E+007  0.235666E+007   10.6451        13.1713        6.71740        3016.22       0.146782E+008   1250.98        1.91474     
  3639.14       0.113512E+007   5220.81       0.131790E-004  0.179552E-006  0.591452E+007  0.235228E+007   10.6437        13.1667        6.71237        3025.76       0.147128E+008   1251.71        1.91543     
  3666.70       0.113512E+007   5218.91       0.131939E-004  0.179755E-006  0.591072E+007  0.234789E+007   10.6422        13.1621        6.70732        3035.23       0.147474E+008   1252.45        1.91613     
  3694.26       0.113512E+007   5217.02       0.132087E-004  0.179959E-006  0.590693E+007  0.234350E+007   10.6407        13.1574        6.70227        3044.64       0.147820E+008   1253.18        1.91682     
  3721.82       0.113512E+007   5215.12       0.132236E-004  0.180163E-006  0.590313E+007  0.233911E+007   10.6392        13.1528        6.69720        3053.99       0.148167E+008   1253.92        1.91752     
  3749.38       0.113512E+007   5213.22       0.132384E-004  0.180368E-006  0.589934E+007  0.233470E+007   10.6377        13.1481        6.69211        3063.27       0.148514E+008   1254.65        1.91822     
  3776.94       0.113512E+007   5211.31       0.132534E-004  0.180573E-006  0.589554E+007  0.233031E+007   10.6362        13.1435        6.68703        3072.48       0.148860E+008   1255.38        1.91892     
